"","Division","Season","Date","Covid19","Home","Away","HG","AG","HS","AS","HST","AST","HF","AF","HY","AY","HR","AR","AvgH","AvgD","AvgA","Avg.2.5","Avg.2.5.1","HP","AP","ProbH","ProbD","ProbA","HEP","AEP","goalsDiff","shotsDiff","shotsTargetDiff","pointsDiff","expPointsDiff","foulsDiff","yellowDiff","redDiff","Season_c"
"2029","S2",10,"06.10.2019","Yes","Oviedo","Numancia",1,1,13,14,3,4,15,12,2,3,0,0,1.72,3.5,4.94,2.29,1.6,1,1,0.5435945,0.2671378,0.1892677,1.897921,0.834941,0,-1,-1,0,1.06298,3,-1,0,0
"2030","S2",10,"06.10.2019","Yes","Zaragoza","Cadiz",0,2,16,13,3,4,9,18,2,3,0,0,2.04,3.19,3.73,2.34,1.58,0,3,0.4573696,0.2924872,0.2501432,1.664596,1.042917,-2,3,-1,-3,0.6216794,-9,-1,0,0
"2031","S2",10,"06.10.2019","Yes","La Coruna","Almeria",0,0,15,5,7,0,16,18,3,2,1,0,2.19,3.01,3.55,2.47,1.52,1,1,0.4265345,0.3103357,0.2631297,1.589939,1.099725,0,10,7,0,0.4902143,-2,1,1,0
"2032","S2",10,"06.10.2019","Yes","Huesca","Malaga",2,0,13,10,5,1,21,14,2,3,0,1,2.17,3.03,3.59,2.49,1.52,3,0,0.4309178,0.3086111,0.2604712,1.601364,1.090025,2,3,4,3,0.5113397,7,-1,-1,0
"2033","S2",10,"06.10.2019","Yes","Santander","Girona",0,3,8,9,0,3,13,22,2,5,0,0,2.42,3.01,3.09,2.4,1.55,0,3,0.3865245,0.3107605,0.302715,1.470334,1.218905,-3,-1,-3,-3,0.2514285,-9,-3,0,0
"2034","S2",10,"11.10.2019","Yes","Vallecano","Tenerife",2,1,15,7,4,1,19,22,3,3,0,0,1.76,3.59,4.53,1.95,1.86,3,0,0.5322627,0.2609421,0.2067952,1.85773,0.8813278,1,8,3,3,0.9764024,-3,0,0,0
"2035","S2",10,"12.10.2019","Yes","Girona","Elche",0,2,18,11,5,4,15,12,4,2,0,0,1.59,3.72,5.85,2.11,1.72,0,3,0.5885073,0.2515394,0.1599533,2.017061,0.7313992,-2,7,1,-3,1.285662,3,2,0,0
"2036","S2",10,"12.10.2019","Yes","Almeria","Lugo",0,0,16,11,5,3,23,11,4,4,0,0,1.51,3.82,6.8,2.28,1.61,1,1,0.6182966,0.2444052,0.1372982,2.099295,0.6562998,0,5,2,0,1.442995,12,0,0,0
"2037","S2",10,"12.10.2019","Yes","Sp Gijon","Alcorcon",1,3,20,10,5,6,18,17,5,2,0,0,1.79,3.29,4.87,2.63,1.46,0,3,0.5231139,0.2846121,0.1922739,1.853954,0.8614339,-2,10,-1,-3,0.9925201,1,3,0,0
"2038","S2",10,"12.10.2019","Yes","Extremadura UD","Ponferradina",1,1,14,13,2,4,16,18,5,2,0,0,1.95,3.15,4.2,2.43,1.54,1,1,0.48,0.2971429,0.2228571,1.737143,0.9657143,0,1,-2,0,0.7714286,-2,3,0,0
"2039","S2",10,"12.10.2019","Yes","Malaga","Cadiz",1,2,13,7,3,4,12,13,2,2,0,0,4.72,3.24,1.81,2.72,1.43,0,3,0.1974519,0.287646,0.5149022,0.8800016,1.832352,-1,6,-1,-3,-0.9523508,-1,0,0,0
"2040","S2",10,"13.10.2019","Yes","Mirandes","Fuenlabrada",2,1,9,8,2,2,13,21,2,2,0,0,2.85,2.96,2.62,2.58,1.48,3,0,0.3278018,0.31562,0.3565783,1.299025,1.385355,1,1,0,3,-0.08632948,-8,0,0,0
"2041","S2",10,"13.10.2019","Yes","Numancia","Zaragoza",0,1,9,14,2,5,16,12,0,3,0,0,3.04,3.19,2.33,2.13,1.7,0,3,0.3069651,0.292531,0.4005039,1.213426,1.494043,-1,-5,-3,-3,-0.2806162,4,-3,0,0
"2042","S2",10,"13.10.2019","Yes","Albacete","Oviedo",1,2,12,14,5,6,18,15,2,2,0,0,2.27,3.1,3.24,2.5,1.51,0,3,0.4110363,0.3009846,0.2879791,1.534093,1.164922,-1,-2,-1,-3,0.3691715,3,0,0,0
"2043","S2",10,"13.10.2019","Yes","Huesca","Santander",1,1,20,11,5,2,9,10,0,1,0,0,1.56,3.68,6.31,2.25,1.62,1,1,0.598394,0.253667,0.1479389,2.048849,0.6974838,0,9,3,0,1.351365,-1,-1,0,0
"2044","S2",10,"13.10.2019","Yes","Las Palmas","La Coruna",3,0,13,7,7,1,11,13,4,3,0,0,2.48,2.97,3.02,2.38,1.56,3,0,0.3764764,0.3143641,0.3091594,1.443793,1.241842,3,6,6,3,0.2019509,-2,1,0,0
"2045","S2",10,"16.10.2019","Yes","Fuenlabrada","Zaragoza",2,1,9,11,5,2,21,14,3,5,0,0,2,3.38,3.5,1.9,1.87,3,0,0.46229,0.2735444,0.2641657,1.660414,1.066041,1,-2,3,3,0.5943728,7,-2,0,0
"2046","S2",10,"18.10.2019","Yes","Cadiz","Las Palmas",2,0,7,18,2,4,15,10,2,3,0,0,2.03,2.96,4.25,2.57,1.49,3,0,0.462223,0.3169975,0.2207795,1.703667,0.9793359,2,-11,-2,3,0.7243306,5,-1,0,0
"2047","S2",10,"19.10.2019","Yes","Alcorcon","Almeria",2,2,10,10,4,5,23,15,7,4,1,1,2.35,2.94,3.3,2.79,1.42,1,1,0.3981778,0.3182714,0.2835508,1.512805,1.168924,0,0,-1,0,0.3438808,8,3,0,0
"2048","S2",10,"19.10.2019","Yes","Ponferradina","Numancia",1,1,12,14,3,2,10,16,2,3,0,0,2.04,3.1,3.91,2.44,1.54,1,1,0.4587569,0.3018916,0.2393514,1.678162,1.019946,0,-2,1,0,0.6582164,-6,-1,0,0
"2049","S2",10,"19.10.2019","Yes","Elche","Sp Gijon",0,1,12,8,2,2,10,21,2,5,0,0,2.42,2.99,3.09,2.5,1.51,0,3,0.3857227,0.3121903,0.302087,1.469358,1.218451,-1,4,0,-3,0.250907,-11,-3,0,0
"2050","S2",10,"19.10.2019","Yes","Lugo","Huesca",3,2,8,18,5,6,14,19,4,5,1,1,3,3.09,2.43,2.19,1.66,3,0,0.3119695,0.302883,0.3851475,1.238791,1.458326,1,-10,-1,3,-0.2195341,-5,-1,0,0
"2051","S2",10,"19.10.2019","Yes","Extremadura UD","Vallecano",0,3,12,12,4,5,20,23,5,4,0,0,3.13,3.18,2.3,2.12,1.7,0,3,0.2989406,0.2942403,0.4068191,1.191062,1.514698,-3,0,-1,-3,-0.3236357,-3,1,0,0
"2052","S2",10,"20.10.2019","Yes","Fuenlabrada","Albacete",0,1,11,5,0,2,15,21,2,4,0,0,1.89,3.14,4.52,2.48,1.52,0,3,0.4950367,0.2979679,0.2069954,1.783078,0.9189542,-1,6,-2,-3,0.8641237,-6,-2,0,0
"2053","S2",10,"20.10.2019","Yes","La Coruna","Malaga",0,2,10,17,2,9,11,17,1,1,0,0,1.97,3.15,4.11,2.5,1.5,0,3,0.4751236,0.2971408,0.2277356,1.722512,0.9803477,-2,-7,-7,-3,0.7421638,-6,0,0,0
"2054","S2",10,"20.10.2019","Yes","Oviedo","Girona",4,2,9,12,4,4,18,22,2,4,0,1,2.56,3.02,2.87,2.28,1.61,3,0,0.3650077,0.3094105,0.3255818,1.404434,1.286156,2,-3,0,3,0.1182778,-4,-2,-1,0
"2055","S2",10,"20.10.2019","Yes","Tenerife","Santander",3,3,16,12,8,7,14,17,1,5,0,0,1.73,3.49,4.89,2.35,1.57,1,1,0.540691,0.2680216,0.1912874,1.890095,0.8418838,0,4,1,0,1.048211,-3,-4,0,0
"2056","S2",10,"20.10.2019","Yes","Zaragoza","Mirandes",1,2,16,10,2,5,15,15,2,1,0,0,1.48,3.99,7.04,2.05,1.75,0,3,0.6324492,0.2345927,0.1329581,2.13194,0.6334669,-1,6,-3,-3,1.498473,0,1,0,0
"2057","S2",10,"25.10.2019","Yes","Albacete","Cadiz",1,0,11,7,4,2,15,13,2,2,0,0,3.39,2.85,2.37,2.79,1.42,3,0,0.2762543,0.3285972,0.3951485,1.15736,1.514043,1,4,2,3,-0.3566827,2,0,0,0
"2058","S2",10,"26.10.2019","Yes","Vallecano","Ponferradina",1,3,16,7,4,3,16,11,2,2,1,0,1.55,4.03,5.61,1.89,1.9,0,3,0.6020804,0.2315694,0.1663502,2.037811,0.73062,-2,9,1,-3,1.307191,5,0,1,0
"2059","S2",10,"26.10.2019","Yes","Mirandes","Tenerife",0,0,11,14,2,1,11,7,3,1,0,0,2.61,2.98,2.84,2.32,1.58,1,1,0.3578006,0.3133757,0.3288238,1.386777,1.299847,0,-3,1,0,0.08693042,4,2,0,0
"2060","S2",10,"26.10.2019","Yes","Santander","La Coruna",1,1,9,15,1,2,21,21,2,3,0,0,2.62,3.03,2.79,2.32,1.58,1,1,0.3566646,0.3084031,0.3349323,1.378397,1.3132,0,-6,-1,0,0.06519675,0,-1,0,0
"2061","S2",10,"26.10.2019","Yes","Malaga","Oviedo",2,1,22,9,7,5,18,14,7,5,0,1,2.34,2.97,3.27,2.58,1.48,3,0,0.3994448,0.314714,0.2858412,1.513048,1.172238,1,13,2,3,0.3408107,4,2,-1,0
"2062","S2",10,"26.10.2019","Yes","Numancia","Lugo",3,1,21,11,10,3,12,14,2,3,0,0,1.96,3.2,4.08,2.27,1.61,3,0,0.4778077,0.2926572,0.2295351,1.72608,0.9812624,2,10,7,3,0.7448179,-2,-1,0,0
"2063","S2",10,"27.10.2019","Yes","Girona","Alcorcon",0,0,8,7,3,0,17,20,4,5,0,0,1.63,3.53,5.82,2.25,1.62,1,1,0.5741105,0.2650992,0.1607904,1.987431,0.7474703,0,1,3,0,1.23996,-3,-1,0,0
"2064","S2",10,"27.10.2019","Yes","Sp Gijon","Zaragoza",4,0,14,9,6,2,9,15,0,2,0,1,2.32,3.16,3.1,2.09,1.72,3,0,0.4028093,0.2957334,0.3014573,1.504161,1.200105,4,5,4,3,0.3040561,-6,-2,-1,0
"2065","S2",10,"27.10.2019","Yes","Huesca","Elche",2,0,19,8,7,3,15,21,3,4,0,0,1.62,3.52,5.96,2.2,1.66,3,0,0.5773541,0.2657141,0.1569318,1.997776,0.7365095,2,11,4,3,1.261267,-6,-1,0,0
"2066","S2",10,"27.10.2019","Yes","Las Palmas","Fuenlabrada",1,3,19,7,3,4,15,17,4,6,0,1,1.99,3.05,4.19,2.38,1.55,0,3,0.4700575,0.3066932,0.2232493,1.716866,0.976441,-2,12,-1,-3,0.7404247,-2,-2,-1,0
"2067","S2",10,"27.10.2019","Yes","Almeria","Extremadura UD",3,2,12,13,4,5,15,16,2,0,0,0,1.75,3.36,4.95,2.22,1.64,3,0,0.533513,0.2778713,0.1886157,1.87841,0.8437184,1,-1,-1,3,1.034692,-1,2,0,0
"2068","S2",10,"01.11.2019","Yes","Numancia","Albacete",1,0,12,12,2,2,14,15,2,5,0,1,2.2,2.95,3.65,2.51,1.51,3,0,0.4258033,0.3175482,0.2566485,1.594958,1.087494,1,0,0,3,0.5074642,-1,-3,-1,0
"2069","S2",10,"01.11.2019","Yes","Cadiz","Sp Gijon",3,1,10,12,5,2,16,12,3,4,0,0,2.23,2.9,3.65,2.86,1.4,3,0,0.4201814,0.323105,0.2567136,1.583649,1.093246,2,-2,3,3,0.4904035,4,-1,0,0
"2070","S2",10,"01.11.2019","Yes","Ponferradina","Malaga",1,0,14,12,6,2,17,15,1,2,0,0,2.74,2.89,2.8,2.52,1.5,3,0,0.3416855,0.3239509,0.3343636,1.349007,1.327042,1,2,4,3,0.02196549,2,-1,0,0
"2071","S2",10,"01.11.2019","Yes","Oviedo","Almeria",0,0,15,6,1,1,20,27,1,3,0,0,2.34,3.07,3.18,2.28,1.62,1,1,0.40031,0.3051223,0.2945677,1.506052,1.188825,0,9,0,0,0.3172268,-7,-2,0,0
"2072","S2",10,"02.11.2019","Yes","Fuenlabrada","La Coruna",1,1,10,6,1,1,14,26,1,3,0,0,2.33,3,3.24,2.42,1.54,1,1,0.4006727,0.3111892,0.2881381,1.513207,1.175603,0,4,0,0,0.3376039,-12,-2,0,0
"2073","S2",10,"02.11.2019","Yes","Alcorcon","Santander",1,0,12,12,3,2,20,11,5,4,0,0,2.05,3.01,3.99,2.48,1.52,3,0,0.4556125,0.3103009,0.2340866,1.677138,1.012561,1,0,1,3,0.6645776,9,1,0,0
"2074","S2",10,"02.11.2019","Yes","Tenerife","Huesca",0,0,9,11,1,3,18,13,4,2,1,0,2.71,3.07,2.64,2.26,1.61,1,1,0.343731,0.3034238,0.3528451,1.334617,1.361959,0,-2,-2,0,-0.02734224,5,2,1,0
"2075","S2",10,"03.11.2019","Yes","Extremadura UD","Girona",1,3,19,11,3,5,13,15,3,3,0,0,3.28,2.95,2.35,2.37,1.56,0,3,0.2850945,0.3169864,0.3979191,1.17227,1.510744,-2,8,-2,-3,-0.3384739,-2,0,0,0
"2076","S2",10,"03.11.2019","Yes","Lugo","Vallecano",1,0,6,20,2,5,14,14,0,1,0,0,3.42,3.17,2.17,1.96,1.83,3,0,0.2736052,0.2951829,0.4312119,1.115999,1.588819,1,-14,-3,3,-0.4728201,0,-1,0,0
"2077","S2",10,"03.11.2019","Yes","Zaragoza","Las Palmas",3,0,14,12,7,6,13,16,2,5,0,1,1.88,3.41,4.07,2.02,1.78,3,0,0.4967127,0.2738475,0.2294398,1.763986,0.9621668,3,2,1,3,0.8018188,-3,-3,-1,0
"2078","S2",10,"03.11.2019","Yes","Elche","Mirandes",4,2,8,14,4,7,21,15,2,3,0,0,2,3.05,4.14,2.43,1.54,3,0,0.4675455,0.3065872,0.2258674,1.709224,0.9841893,2,-6,-3,3,0.7250343,6,-1,0,0
"2079","S2",10,"08.11.2019","Yes","Girona","Tenerife",1,0,17,7,5,0,13,17,2,6,0,1,1.81,3.3,4.75,2.25,1.63,3,0,0.5182589,0.2842572,0.1974839,1.839034,0.8767089,1,10,5,3,0.962325,-4,-4,-1,0
"2080","S2",10,"09.11.2019","Yes","Huesca","Oviedo",3,1,14,9,7,4,13,15,2,3,0,0,1.6,3.63,5.94,2.21,1.64,3,0,0.5847503,0.2577412,0.1575085,2.011992,0.7302667,2,5,3,3,1.281725,-2,-1,0,0
"2081","S2",10,"09.11.2019","Yes","Mirandes","Extremadura UD",2,0,15,11,6,2,13,13,3,2,1,0,2.23,3.06,3.41,2.44,1.54,3,0,0.4196889,0.3058517,0.2744593,1.564919,1.12923,2,4,4,3,0.4356888,0,1,1,0
"2082","S2",10,"09.11.2019","Yes","Albacete","Lugo",0,1,15,4,5,2,20,21,2,2,0,0,1.82,3.22,4.83,2.49,1.51,0,3,0.5149254,0.2910448,0.1940299,1.835821,0.8731343,-1,11,3,-3,0.9626866,-1,0,0,0
"2083","S2",10,"09.11.2019","Yes","Sp Gijon","Numancia",0,1,16,13,2,4,25,16,2,3,0,0,1.81,3.22,4.84,2.39,1.56,0,3,0.5165079,0.2903352,0.1931569,1.839859,0.8698059,-1,3,-2,-3,0.9700531,9,-1,0,0
"2084","S2",10,"09.11.2019","Yes","Las Palmas","Alcorcon",1,1,10,5,3,2,15,15,2,1,0,0,2.15,2.94,3.8,2.46,1.53,1,1,0.4353349,0.3183572,0.2463079,1.624362,1.057281,0,5,1,0,0.567081,0,1,0,0
"2085","S2",10,"10.11.2019","Yes","La Coruna","Elche",1,3,17,11,5,5,25,11,4,4,0,0,1.81,3.27,4.73,2.36,1.57,0,3,0.5164807,0.2858808,0.1976385,1.835323,0.8787963,-2,6,0,-3,0.9565267,14,0,0,0
"2086","S2",10,"10.11.2019","Yes","Almeria","Zaragoza",1,1,10,10,3,2,13,20,4,3,0,0,1.98,3.23,3.95,2.13,1.7,1,1,0.4729767,0.2899362,0.2370871,1.708866,1.001197,0,0,1,0,0.707669,-7,1,0,0
"2087","S2",10,"10.11.2019","Yes","Malaga","Fuenlabrada",0,0,15,7,4,0,20,22,3,3,0,0,2.03,2.97,4.16,2.76,1.42,1,1,0.4605149,0.3147627,0.2247224,1.696307,0.9889299,0,8,4,0,0.7073774,-2,0,0,0
"2088","S2",10,"10.11.2019","Yes","Santander","Ponferradina",2,2,8,14,4,7,15,16,5,3,1,0,2.2,3.05,3.48,2.5,1.51,1,1,0.4248999,0.3064852,0.2686149,1.581185,1.11233,0,-6,-3,0,0.4688551,-1,2,1,0
"2089","S2",10,"10.11.2019","Yes","Vallecano","Cadiz",1,1,16,8,6,5,17,11,5,3,0,0,2.5,3.07,2.89,2.27,1.61,1,1,0.3732201,0.3039252,0.3228548,1.423585,1.272489,0,8,1,0,0.151096,6,2,0,0
"2090","S2",10,"16.11.2019","Yes","Fuenlabrada","Huesca",3,2,9,12,2,4,17,12,3,2,0,0,2.9,2.89,2.65,2.58,1.48,3,0,0.3228098,0.3239267,0.3532635,1.292356,1.383717,1,-3,-2,3,-0.09136125,5,1,0,0
"2091","S2",10,"16.11.2019","Yes","Extremadura UD","La Coruna",2,0,15,10,4,5,20,12,3,2,0,0,2.65,2.98,2.82,2.39,1.56,3,0,0.3534845,0.3143403,0.3321752,1.374794,1.310866,2,5,-1,3,0.06392805,8,1,0,0
"2092","S2",10,"16.11.2019","Yes","Elche","Almeria",1,1,4,16,1,4,13,17,2,2,0,0,2.74,2.88,2.8,2.52,1.51,1,1,0.3413016,0.3247105,0.3339879,1.348615,1.326674,0,-12,-3,0,0.02194081,-4,0,0,0
"2093","S2",10,"16.11.2019","Yes","Numancia","Vallecano",2,2,13,14,4,4,9,16,1,3,0,0,2.66,3.01,2.76,2.17,1.68,1,1,0.3511866,0.3103509,0.3384624,1.363911,1.325738,0,-1,0,0,0.03817246,-7,-2,0,0
"2094","S2",10,"16.11.2019","Yes","Zaragoza","Albacete",0,1,15,6,7,2,9,22,1,2,0,0,1.79,3.36,4.74,2.24,1.63,0,3,0.5234574,0.2788657,0.1976769,1.849238,0.8718965,-1,9,5,-3,0.9773413,-13,-1,0,0
"2095","S2",10,"17.11.2019","Yes","Ponferradina","Girona",1,1,19,7,5,5,11,11,2,0,0,0,3.1,2.97,2.43,2.48,1.51,1,1,0.301251,0.3144371,0.384312,1.21819,1.467373,0,12,0,0,-0.2491829,0,2,0,0
"2096","S2",10,"17.11.2019","Yes","Alcorcon","Malaga",1,0,12,14,6,3,15,11,3,1,0,0,1.71,3.31,5.5,2.67,1.45,3,0,0.547188,0.2826863,0.1701257,1.92425,0.7930634,1,-2,3,3,1.131187,4,2,0,0
"2097","S2",10,"17.11.2019","Yes","Oviedo","Sp Gijon",0,0,7,9,2,3,16,29,3,4,0,0,2.32,2.99,3.28,2.42,1.54,1,1,0.4027002,0.312463,0.2848367,1.520564,1.166973,0,-2,-1,0,0.3535904,-13,-1,0,0
"2098","S2",10,"17.11.2019","Yes","Lugo","Santander",1,1,8,14,2,8,13,17,2,3,0,0,2.51,2.98,2.96,2.43,1.54,1,1,0.371712,0.3130863,0.3152017,1.428222,1.258691,0,-6,-6,0,0.1695308,-4,-1,0,0
"2099","S2",10,"17.11.2019","Yes","Mirandes","Las Palmas",2,1,15,6,7,3,16,20,2,6,0,0,2.49,2.95,3.03,2.51,1.51,3,0,0.3751149,0.3166224,0.3082627,1.441967,1.241411,1,9,4,3,0.2005565,-4,-4,0,0
"2100","S2",10,"17.11.2019","Yes","Tenerife","Cadiz",1,1,17,8,3,2,17,12,1,3,0,0,2.68,2.85,2.89,2.69,1.44,1,1,0.3487132,0.3279127,0.3233741,1.374052,1.298035,0,9,1,0,0.07601705,5,-2,0,0
"2101","S2",10,"22.11.2019","Yes","Sp Gijon","Tenerife",0,2,13,7,5,3,25,20,9,3,1,0,1.88,3.21,4.52,2.29,1.61,0,3,0.4996006,0.292601,0.2077985,1.791403,0.9159964,-2,6,2,-3,0.8754063,5,6,1,0
"2102","S2",10,"23.11.2019","Yes","Vallecano","Zaragoza",0,1,21,7,6,4,18,12,1,4,0,0,1.84,3.42,4.25,1.84,1.95,0,3,0.5073688,0.2729704,0.2196608,1.795077,0.9319529,-1,14,2,-3,0.8631239,6,-3,0,0
"2103","S2",10,"23.11.2019","Yes","La Coruna","Alcorcon",0,0,11,6,2,2,16,19,3,1,0,0,2.04,3.08,3.92,2.52,1.51,1,1,0.4581385,0.3034424,0.238419,1.677858,1.0187,0,5,0,0,0.6591585,-3,2,0,0
"2104","S2",10,"23.11.2019","Yes","Santander","Extremadura UD",3,0,10,20,5,8,18,19,2,2,0,0,2.14,3.02,3.71,2.38,1.57,3,0,0.4375547,0.3100553,0.25239,1.622719,1.067225,3,-10,-3,3,0.5554939,-1,0,0,0
"2105","S2",10,"23.11.2019","Yes","Huesca","Ponferradina",2,0,10,11,6,2,12,17,3,3,0,1,1.56,3.67,6.37,2.14,1.69,3,0,0.5988146,0.254537,0.1466485,2.050981,0.6944824,2,-1,4,3,1.356498,-5,0,-1,0
"2106","S2",10,"24.11.2019","Yes","Almeria","Numancia",2,0,11,17,5,4,18,17,4,4,1,0,1.8,3.31,4.73,2.29,1.6,3,0,0.5196543,0.2825915,0.1977543,1.841554,0.8758543,2,-6,1,3,0.9657,1,0,1,0
"2107","S2",10,"24.11.2019","Yes","Albacete","Mirandes",1,2,13,7,5,3,15,11,4,2,0,0,2.12,3.04,3.72,2.53,1.5,0,3,0.4410608,0.3075819,0.2513573,1.630764,1.061654,-1,6,2,-3,0.5691108,4,2,0,0
"2108","S2",10,"24.11.2019","Yes","Malaga","Elche",3,3,25,14,9,4,20,11,4,6,0,0,1.91,3.23,4.21,2.41,1.54,1,1,0.4889945,0.2891577,0.2218478,1.756141,0.9547012,0,11,5,0,0.8014398,9,-2,0,0
"2109","S2",10,"24.11.2019","Yes","Girona","Fuenlabrada",2,0,13,7,3,2,18,17,2,2,0,0,1.89,3.18,4.4,2.36,1.57,3,0,0.4940992,0.2936627,0.2122381,1.77596,0.9303769,2,6,1,3,0.8455834,1,0,0,0
"2110","S2",10,"24.11.2019","Yes","Las Palmas","Oviedo",3,1,13,14,6,7,18,13,2,3,0,0,2.01,3.18,3.88,2.33,1.59,3,0,0.465091,0.2939726,0.2409363,1.689246,1.016782,2,-1,-1,3,0.6724641,5,-1,0,0
"2111","S2",10,"24.11.2019","Yes","Cadiz","Lugo",2,1,17,8,7,2,15,10,1,2,0,0,1.53,3.74,6.66,2.24,1.63,3,0,0.6101949,0.2496252,0.1401799,2.08021,0.6701649,1,9,5,3,1.410045,5,-1,0,0
"2112","S2",10,"29.11.2019","Yes","Numancia","Malaga",0,0,17,10,2,2,13,16,3,0,0,0,2.31,3.06,3.27,2.34,1.59,1,1,0.4062854,0.3067056,0.287009,1.525562,1.167733,0,7,0,0,0.3578293,-3,3,0,0
"2113","S2",10,"30.11.2019","Yes","Alcorcon","Huesca",0,2,13,9,2,5,17,15,3,1,0,0,3.22,2.96,2.38,2.58,1.48,0,3,0.2906319,0.3161603,0.3932078,1.188056,1.495784,-2,4,-3,-3,-0.3077279,2,2,0,0
"2114","S2",10,"30.11.2019","Yes","Mirandes","Sp Gijon",0,0,10,12,1,3,15,15,2,1,0,0,2.33,2.99,3.28,2.52,1.5,1,1,0.4016661,0.313004,0.2853299,1.518002,1.168994,0,-2,-2,0,0.3490087,0,1,0,0
"2115","S2",10,"30.11.2019","Yes","Ponferradina","Albacete",1,1,13,8,2,5,17,19,1,3,0,0,2.14,2.95,3.79,2.58,1.49,1,1,0.4366683,0.3167696,0.2465621,1.626775,1.056456,0,5,-3,0,0.5703188,-2,-2,0,0
"2116","S2",10,"30.11.2019","Yes","Tenerife","Almeria",1,3,12,12,2,6,17,12,5,1,0,0,2.26,3.04,3.36,2.44,1.53,0,3,0.4139004,0.3077023,0.2783973,1.549404,1.142894,-2,0,-4,-3,0.4065093,5,4,0,0
"2117","S2",10,"30.11.2019","Yes","Zaragoza","Girona",3,3,17,16,6,5,10,9,2,3,0,0,2.29,3.25,3.08,1.95,1.84,1,1,0.4084764,0.2878188,0.3037049,1.513248,1.198933,0,1,1,0,0.3143146,1,-1,0,0
"2118","S2",10,"01.12.2019","Yes","Fuenlabrada","Cadiz",1,0,11,6,4,0,15,12,5,5,0,1,2.54,2.9,3.01,2.72,1.43,3,0,0.3676855,0.3220418,0.3102728,1.425098,1.25286,1,5,4,3,0.172238,3,0,-1,0
"2119","S2",10,"01.12.2019","Yes","Oviedo","Vallecano",2,1,7,9,3,2,13,15,2,4,0,0,2.72,3.04,2.69,2.09,1.73,3,0,0.3441287,0.3079047,0.3479666,1.340291,1.351804,1,-2,1,3,-0.0115136,-2,-2,0,0
"2120","S2",10,"01.12.2019","Yes","Elche","Santander",2,0,15,13,3,3,20,18,2,4,0,0,2.09,3.03,3.82,2.38,1.56,3,0,0.4470494,0.3083608,0.2445898,1.649509,1.04213,2,2,0,3,0.6073786,2,-2,0,0
"2121","S2",10,"01.12.2019","Yes","Lugo","La Coruna",0,0,14,12,2,3,9,13,2,3,0,0,2.92,3.02,2.53,2.33,1.59,1,1,0.3204063,0.3097968,0.369797,1.271016,1.419188,0,2,-1,0,-0.1481721,-4,-1,0,0
"2122","S2",10,"01.12.2019","Yes","Extremadura UD","Las Palmas",0,1,12,15,3,5,16,15,3,7,0,1,2.44,3.13,2.94,2.26,1.62,0,3,0.3832174,0.2987382,0.3180444,1.44839,1.252871,-1,-3,-2,-3,0.1955191,1,-4,-1,0
"2123","S2",10,"06.12.2019","Yes","Albacete","Extremadura UD",1,1,11,11,3,4,12,18,3,4,0,0,2.14,2.95,3.81,2.47,1.53,1,1,0.4372343,0.3171801,0.2455856,1.628883,1.053937,0,0,-1,0,0.5749458,-6,-1,0,0
"2124","S2",10,"06.12.2019","Yes","Santander","Fuenlabrada",2,2,8,17,3,8,13,16,4,3,1,0,2.79,2.82,2.82,2.8,1.42,1,1,0.3357143,0.3321429,0.3321429,1.339286,1.328571,0,-9,-5,0,0.01071429,-3,1,1,0
"2125","S2",10,"06.12.2019","Yes","Alcorcon","Oviedo",1,3,11,8,1,4,15,21,2,2,0,0,2.29,2.9,3.48,2.51,1.5,0,3,0.4085466,0.3226109,0.2688425,1.548251,1.129138,-2,3,-3,-3,0.4191125,-6,0,0,0
"2126","S2",10,"06.12.2019","Yes","Malaga","Tenerife",2,0,11,11,5,1,7,13,1,3,0,0,1.88,3.21,4.52,2.38,1.57,3,0,0.4996006,0.292601,0.2077985,1.791403,0.9159964,2,0,4,3,0.8754063,-6,-2,0,0
"2127","S2",10,"07.12.2019","Yes","Huesca","Vallecano",0,2,15,13,7,9,16,15,4,3,0,0,1.92,3.36,3.98,1.98,1.82,0,3,0.4868927,0.2782244,0.2348829,1.738902,0.9828731,-2,2,-2,-3,0.7560294,1,1,0,0
"2128","S2",10,"07.12.2019","Yes","Sp Gijon","Ponferradina",1,0,13,14,6,2,20,12,2,4,0,1,1.85,3.23,4.55,2.39,1.56,3,0,0.5052167,0.2893656,0.2054178,1.805016,0.9056189,1,-1,4,3,0.8993967,8,-2,-1,0
"2129","S2",10,"07.12.2019","Yes","Almeria","Mirandes",3,1,12,6,6,3,11,10,4,3,1,1,1.75,3.35,4.97,2.22,1.64,3,0,0.5334754,0.2786812,0.1878434,1.879107,0.8422115,2,6,3,3,1.036896,1,1,0,0
"2130","S2",10,"08.12.2019","Yes","Girona","Lugo",3,1,13,12,4,5,17,12,2,4,0,1,1.48,3.96,7.09,2.01,1.79,3,0,0.6319187,0.2361716,0.1319097,2.131928,0.6319007,2,1,-1,3,1.500027,5,-2,-1,0
"2131","S2",10,"08.12.2019","Yes","La Coruna","Zaragoza",1,3,14,17,6,10,14,15,1,2,0,0,2.36,3.2,2.97,2.04,1.76,0,3,0.3949271,0.2912587,0.3138141,1.47604,1.232701,-2,-3,-4,-3,0.2433389,-1,-1,0,0
