"","Division","Season","Date","Covid19","Home","Away","HG","AG","HS","AS","HST","AST","HF","AF","HY","AY","HR","AR","AvgH","AvgD","AvgA","Avg.2.5","Avg.2.5.1","HP","AP","ProbH","ProbD","ProbA","HEP","AEP","goalsDiff","shotsDiff","shotsTargetDiff","pointsDiff","expPointsDiff","foulsDiff","yellowDiff","redDiff","Season_c"
"2132","S2",10,"08.12.2019","Yes","Las Palmas","Numancia",3,1,13,9,4,4,18,16,4,4,0,0,2.1,3.19,3.57,2.13,1.69,3,0,0.4451285,0.2930313,0.2618403,1.628417,1.078552,2,4,0,3,0.5498646,2,0,0,0
"2133","S2",10,"08.12.2019","Yes","Cadiz","Elche",0,0,14,7,2,1,14,16,2,2,0,0,1.71,3.31,5.46,2.39,1.56,1,1,0.5465069,0.2823344,0.1711587,1.921855,0.7958106,0,7,1,0,1.126044,-2,0,0,0
"2134","S2",10,"13.12.2019","Yes","Numancia","Girona",2,0,11,15,5,5,20,13,6,1,0,0,2.92,3.04,2.51,2.11,1.71,3,0,0.3201155,0.3074793,0.3724052,1.267826,1.424695,2,-4,0,3,-0.1568693,7,5,0,0
"2135","S2",10,"14.12.2019","Yes","Mirandes","Huesca",2,0,8,9,7,3,20,11,3,4,0,0,2.82,2.96,2.64,2.38,1.57,3,0,0.3310289,0.3153721,0.353599,1.308459,1.376169,2,-1,4,3,-0.06771045,9,-1,0,0
"2136","S2",10,"14.12.2019","Yes","Ponferradina","La Coruna",2,0,18,4,4,3,13,17,2,3,0,1,2.17,2.99,3.65,2.43,1.54,3,0,0.4309838,0.3127875,0.2562287,1.605739,1.081474,2,14,1,3,0.5242652,-4,-1,-1,0
"2137","S2",10,"14.12.2019","Yes","Tenerife","Alcorcon",0,0,8,9,2,2,23,15,4,4,0,0,2.08,3.01,3.9,2.51,1.51,1,1,0.4495669,0.3106641,0.239769,1.659365,1.029971,0,-1,0,0,0.6293936,8,0,0,0
"2138","S2",10,"14.12.2019","Yes","Zaragoza","Santander",2,0,13,4,6,1,12,13,2,4,0,0,1.61,3.79,5.46,1.89,1.9,3,0,0.5815056,0.2470248,0.1714696,1.991542,0.7614336,2,9,5,3,1.230108,-1,-2,0,0
"2139","S2",10,"15.12.2019","Yes","Extremadura UD","Malaga",0,0,11,9,3,1,15,12,2,2,0,0,2.75,2.81,2.84,2.5,1.51,1,1,0.339333,0.3320875,0.3285795,1.350087,1.317826,0,2,2,0,0.03226053,3,0,0,0
"2140","S2",10,"15.12.2019","Yes","Oviedo","Cadiz",0,2,13,7,3,4,13,15,3,1,0,0,2.33,2.91,3.35,2.57,1.48,0,3,0.4006074,0.3207612,0.2786314,1.522583,1.156655,-2,6,-1,-3,0.3659279,-2,2,0,0
"2141","S2",10,"15.12.2019","Yes","Elche","Las Palmas",2,3,6,19,5,10,18,14,3,1,0,0,2.54,2.89,3,2.34,1.58,0,3,0.3668972,0.3224632,0.3106396,1.423155,1.254382,-1,-13,-5,-3,0.1687727,4,2,0,0
"2142","S2",10,"15.12.2019","Yes","Lugo","Sp Gijon",1,2,9,12,2,4,14,21,2,3,1,0,3.19,2.98,2.37,2.38,1.56,0,3,0.2927005,0.3133271,0.3939724,1.191429,1.495244,-1,-3,-2,-3,-0.3038157,-7,-1,1,0
"2143","S2",10,"15.12.2019","Yes","Fuenlabrada","Almeria",2,2,8,10,2,4,14,21,1,5,0,0,2.3,2.94,3.38,2.53,1.49,1,1,0.4060442,0.3176536,0.2763022,1.535786,1.14656,0,-2,-2,0,0.3892258,-7,-4,0,0
"2144","S2",10,"20.12.2019","Yes","La Coruna","Tenerife",2,1,11,9,3,3,23,16,4,1,0,0,2.39,2.99,3.16,2.52,1.51,3,0,0.3912883,0.3127689,0.2959428,1.486634,1.200597,1,2,0,3,0.2860367,7,3,0,0
"2145","S2",10,"21.12.2019","Yes","Albacete","Elche",0,1,22,12,4,3,18,15,3,3,0,0,2.11,3.1,3.68,2.37,1.56,0,3,0.4436528,0.3019701,0.254377,1.632929,1.065101,-1,10,1,-3,0.5678274,3,0,0,0
"2146","S2",10,"21.12.2019","Yes","Malaga","Lugo",1,1,12,12,3,5,17,13,5,4,0,0,1.5,3.86,6.96,2.25,1.63,1,1,0.6233954,0.2422521,0.1343525,2.112438,0.6453095,0,0,-2,0,1.467129,4,1,0,0
"2147","S2",10,"21.12.2019","Yes","Las Palmas","Vallecano",1,1,20,4,6,1,12,17,3,3,0,1,2.3,3.12,3.19,1.98,1.81,1,1,0.4068046,0.299888,0.2933074,1.520302,1.17981,0,16,5,0,0.3404916,-5,0,-1,0
"2148","S2",10,"21.12.2019","Yes","Sp Gijon","Extremadura UD",0,1,11,5,1,1,10,19,2,1,0,0,1.7,3.39,5.38,2.36,1.57,0,3,0.5502184,0.2759207,0.1738608,1.926576,0.7975033,-1,6,0,-3,1.129073,-9,1,0,0
"2149","S2",10,"21.12.2019","Yes","Santander","Oviedo",1,1,16,13,5,6,19,16,2,5,1,1,2.72,2.92,2.79,2.4,1.55,1,1,0.3440662,0.3205,0.3354337,1.352699,1.326801,0,3,-1,0,0.02589746,3,-3,0,0
"2150","S2",10,"21.12.2019","Yes","Cadiz","Numancia",2,4,13,12,3,4,15,13,5,1,1,0,1.76,3.2,5.36,2.47,1.52,0,3,0.5323798,0.2928089,0.1748113,1.889948,0.8172427,-2,1,-1,-3,1.072706,2,4,1,0
"2151","S2",10,"22.12.2019","Yes","Almeria","Ponferradina",2,3,18,16,7,5,21,16,4,1,0,0,1.77,3.36,4.81,2.26,1.62,0,3,0.5277688,0.2780211,0.1942101,1.861327,0.8606515,-1,2,2,-3,1.000676,5,3,0,0
"2152","S2",10,"22.12.2019","Yes","Huesca","Zaragoza",2,1,8,7,2,1,9,12,3,4,0,2,1.87,3.38,4.18,2.06,1.74,3,0,0.4998443,0.2765411,0.2236146,1.776074,0.9473848,1,1,1,3,0.8286893,-3,-1,-2,0
"2153","S2",10,"22.12.2019","Yes","Alcorcon","Fuenlabrada",1,1,8,8,3,2,20,24,5,3,0,0,2.48,2.79,3.22,2.84,1.4,1,1,0.3760706,0.334285,0.2896444,1.462497,1.203218,0,0,1,0,0.2592785,-4,2,0,0
"2154","S2",10,"22.12.2019","Yes","Girona","Mirandes",0,3,20,12,8,6,11,16,1,2,0,0,1.67,3.49,5.41,2.15,1.68,0,3,0.5595352,0.2677432,0.1727216,1.946349,0.785908,-3,8,2,-3,1.160441,-5,-1,0,0
"2155","S2",10,"03.01.2020","Yes","Extremadura UD","Alcorcon",0,0,10,12,0,4,11,20,3,1,1,0,2.44,2.8,3.3,2.82,1.41,1,1,0.3830211,0.3337755,0.2832034,1.482839,1.183386,0,-2,-4,0,0.2994528,-9,2,1,0
"2156","S2",10,"04.01.2020","Yes","Fuenlabrada","Las Palmas",0,0,7,9,0,2,18,16,2,5,1,0,2.23,3.07,3.37,2.46,1.52,1,1,0.418742,0.3041676,0.2770904,1.560394,1.135439,0,-2,-2,0,0.4249548,2,-3,1,0
"2157","S2",10,"04.01.2020","Yes","Ponferradina","Cadiz",0,0,11,13,7,4,16,11,0,4,0,1,2.49,2.88,3.11,2.75,1.43,1,1,0.3752026,0.324394,0.3004034,1.450002,1.225604,0,-2,3,0,0.2243977,5,-4,-1,0
"2158","S2",10,"04.01.2020","Yes","Lugo","Almeria",0,4,9,16,1,7,15,12,2,1,0,0,3.21,3.09,2.3,2.18,1.66,0,3,0.2911643,0.3024716,0.4063641,1.175965,1.521564,-4,-7,-6,-3,-0.3455994,3,1,0,0
"2159","S2",10,"04.01.2020","Yes","Tenerife","Albacete",4,2,14,10,9,2,19,16,1,2,0,0,2.02,3.08,3.99,2.57,1.48,3,0,0.4625112,0.3033353,0.2341535,1.690869,1.005796,2,4,7,3,0.685073,3,-1,0,0
"2160","S2",10,"04.01.2020","Yes","Elche","Huesca",1,1,10,7,4,5,13,13,3,3,0,0,3.05,3.02,2.43,2.31,1.58,1,1,0.3062714,0.3093138,0.3844147,1.228128,1.462558,0,3,-1,0,-0.23443,0,0,0,0
"2161","S2",10,"04.01.2020","Yes","Mirandes","Santander",0,0,11,13,3,5,14,22,2,1,0,0,1.76,3.36,4.91,2.34,1.58,1,1,0.5312758,0.2782873,0.1904369,1.872115,0.8495981,0,-2,-2,0,1.022516,-8,1,0,0
"2162","S2",10,"05.01.2020","Yes","Numancia","La Coruna",0,1,13,15,2,7,11,14,2,2,1,0,2.15,3.08,3.58,2.39,1.55,0,3,0.4350454,0.3036843,0.2612703,1.608821,1.087495,-1,-2,-5,-3,0.5213254,-3,0,1,0
"2163","S2",10,"05.01.2020","Yes","Vallecano","Girona",1,0,13,11,4,4,19,16,3,3,0,0,2.28,3.16,3.17,1.99,1.8,3,0,0.4097081,0.2956122,0.2946797,1.524737,1.179651,1,2,0,3,0.3450854,3,0,0,0
"2164","S2",10,"05.01.2020","Yes","Oviedo","Malaga",1,1,14,15,3,2,20,15,4,3,0,0,2.3,2.98,3.32,2.51,1.5,1,1,0.4057481,0.3131613,0.2810906,1.530406,1.156433,0,-1,1,0,0.3739727,5,1,0,0
"2165","S2",10,"07.01.2020","Yes","Zaragoza","Sp Gijon",2,0,14,12,4,4,8,19,2,2,0,1,1.74,3.4,5.03,2.12,1.7,3,0,0.5383032,0.2754846,0.1862122,1.890394,0.8341213,2,2,0,3,1.056273,-11,0,-1,0
"2166","S2",10,"14.01.2020","Yes","Albacete","Fuenlabrada",1,1,7,8,3,2,12,14,5,3,0,0,2.53,2.71,3.3,3.17,1.33,1,1,0.3703366,0.3457386,0.2839247,1.456749,1.197513,0,-1,1,0,0.2592356,-2,2,0,0
"2167","S2",10,"14.01.2020","Yes","Sp Gijon","Elche",1,0,10,10,4,2,17,7,2,2,0,0,2.05,3.02,3.99,2.5,1.51,3,0,0.4560811,0.3095915,0.2343274,1.677835,1.012574,1,0,2,3,0.6652612,10,0,0,0
"2168","S2",10,"14.01.2020","Yes","Malaga","Ponferradina",1,0,6,7,2,3,21,17,4,3,0,0,2.05,3.04,3.99,2.4,1.55,3,0,0.457012,0.3081824,0.2348056,1.679218,1.012599,1,-1,-1,3,0.6666189,4,1,0,0
"2169","S2",10,"14.01.2020","Yes","Las Palmas","Zaragoza",0,1,10,8,4,2,18,12,3,0,0,0,2.47,3.26,2.8,1.91,1.87,0,3,0.3788149,0.2870162,0.3341689,1.423461,1.289523,-1,2,2,-3,0.1339381,6,3,0,0
"2170","S2",10,"15.01.2020","Yes","Alcorcon","Numancia",2,2,25,13,9,4,16,13,3,2,0,0,2.14,2.97,3.72,2.62,1.46,1,1,0.4355766,0.3138498,0.2505736,1.62058,1.065571,0,12,5,0,0.5550089,3,1,0,0
"2171","S2",10,"15.01.2020","Yes","Huesca","Tenerife",2,1,13,13,5,5,17,18,1,3,0,0,1.69,3.39,5.42,2.23,1.63,3,0,0.5523845,0.2753775,0.172238,1.932531,0.7920914,1,0,0,3,1.14044,-1,-2,0,0
"2172","S2",10,"15.01.2020","Yes","Vallecano","Lugo",1,0,11,4,5,2,16,11,4,3,0,0,1.43,4.29,7.15,1.83,1.95,3,0,0.6521739,0.2173913,0.1304348,2.173913,0.6086957,1,7,3,3,1.565217,5,1,0,0
"2173","S2",10,"15.01.2020","Yes","Cadiz","Mirandes",3,3,11,8,4,6,18,17,0,1,0,0,1.9,3.05,4.64,2.54,1.49,1,1,0.492021,0.3065049,0.2014741,1.782568,0.9109272,0,3,-2,0,0.8716406,1,-1,0,0
"2174","S2",10,"16.01.2020","Yes","La Coruna","Santander",2,1,15,19,8,8,20,21,6,1,1,0,2.01,2.99,4.15,2.55,1.49,3,0,0.4636975,0.3117164,0.224586,1.702809,0.9854745,1,-4,0,3,0.7173345,-1,5,1,0
"2175","S2",10,"16.01.2020","Yes","Girona","Extremadura UD",3,1,11,13,6,2,22,16,4,3,0,0,1.55,3.72,6.32,2.11,1.71,3,0,0.6017137,0.2507141,0.1475722,2.055855,0.6934307,2,-2,4,3,1.362425,6,1,0,0
"2176","S2",10,"16.01.2020","Yes","Almeria","Oviedo",2,0,11,7,3,0,13,14,3,0,0,0,1.85,3.27,4.4,2.16,1.67,3,0,0.503473,0.2848395,0.2116875,1.795259,0.919902,2,4,3,3,0.8753565,-1,3,0,0
"2177","S2",10,"17.01.2020","Yes","Fuenlabrada","Malaga",0,0,13,1,1,0,18,14,2,4,0,0,2.31,2.76,3.67,2.98,1.37,1,1,0.4054518,0.3393455,0.2552026,1.555701,1.104953,0,12,1,0,0.4507475,4,-2,0,0
"2178","S2",10,"18.01.2020","Yes","Numancia","Sp Gijon",2,0,7,20,2,3,19,15,1,3,0,0,2.35,2.94,3.25,2.37,1.56,3,0,0.3964484,0.316889,0.2866627,1.506234,1.176877,2,-13,-1,3,0.3293571,4,-2,0,0
"2179","S2",10,"18.01.2020","Yes","Lugo","Albacete",1,0,7,16,4,3,17,10,5,4,0,0,2.76,2.81,2.83,2.55,1.49,3,0,0.3381267,0.3321102,0.3297631,1.34649,1.3214,1,-9,1,3,0.02509067,7,1,0,0
"2180","S2",10,"18.01.2020","Yes","Ponferradina","Vallecano",1,1,12,8,5,5,21,19,4,4,0,0,2.49,3.01,2.94,2.13,1.69,1,1,0.3739462,0.3093442,0.3167096,1.431183,1.259473,0,4,0,0,0.17171,2,0,0,0
"2181","S2",10,"19.01.2020","Yes","Elche","Alcorcon",1,1,14,9,5,2,12,29,2,3,0,1,2.14,2.98,3.72,2.54,1.49,1,1,0.4360358,0.3131264,0.2508378,1.621234,1.06564,0,5,3,0,0.555594,-17,-1,-1,0
"2182","S2",10,"19.01.2020","Yes","La Coruna","Cadiz",1,0,8,12,1,2,13,18,2,3,0,0,2.62,2.82,2.97,2.61,1.47,3,0,0.3557158,0.3304877,0.3137964,1.397635,1.271877,1,-4,-1,3,0.1257581,-5,-1,0,0
"2183","S2",10,"19.01.2020","Yes","Oviedo","Huesca",1,1,12,9,3,4,17,18,3,3,0,0,2.73,2.87,2.79,2.38,1.55,1,1,0.3413302,0.32468,0.3339898,1.348671,1.326649,0,3,-1,0,0.02202131,-1,0,0,0
"2184","S2",10,"19.01.2020","Yes","Santander","Las Palmas",1,1,9,8,3,3,15,15,3,0,0,0,2.73,2.9,2.76,2.47,1.51,1,1,0.3412376,0.321234,0.3375285,1.344947,1.333819,0,1,0,0,0.01112731,0,3,0,0
"2185","S2",10,"19.01.2020","Yes","Extremadura UD","Almeria",1,2,21,9,9,4,18,11,2,4,0,0,3.06,2.9,2.49,2.48,1.51,0,3,0.3044985,0.3212985,0.374203,1.234794,1.443907,-1,12,5,-3,-0.2091135,7,-2,0,0
"2186","S2",10,"19.01.2020","Yes","Tenerife","Girona",1,0,6,15,3,4,24,13,4,1,0,0,2.58,2.96,2.87,2.23,1.62,3,0,0.3609357,0.3145994,0.3244649,1.397407,1.287994,1,-9,-1,3,0.1094126,11,3,0,0
"2187","S2",10,"24.01.2020","Yes","Cadiz","Santander",1,0,18,2,2,0,15,17,4,3,0,1,1.58,3.39,7.02,2.63,1.47,3,0,0.5913143,0.2755978,0.1330878,2.049541,0.6748614,1,16,2,3,1.374679,-2,1,-1,0
"2188","S2",10,"25.01.2020","Yes","Huesca","Lugo",2,1,22,6,6,3,15,12,2,2,0,0,1.43,4.09,7.72,1.94,1.84,3,0,0.6515225,0.2277939,0.1206836,2.182361,0.5898446,1,16,3,3,1.592517,3,0,0,0
"2189","S2",10,"25.01.2020","Yes","Sp Gijon","Fuenlabrada",1,0,9,16,3,3,21,19,4,2,0,0,2.16,2.85,3.92,2.89,1.39,3,0,0.4331038,0.3282471,0.2386491,1.627559,1.044194,1,-7,0,3,0.5833643,2,2,0,0
"2190","S2",10,"25.01.2020","Yes","Las Palmas","Tenerife",0,0,18,6,3,2,9,17,3,4,0,1,2.01,3.14,3.93,2.27,1.61,1,1,0.4647752,0.2975153,0.2377095,1.691841,1.010644,0,12,1,0,0.6811972,-8,-1,-1,0
"2191","S2",10,"25.01.2020","Yes","Zaragoza","Numancia",1,0,17,11,7,5,16,9,4,1,0,0,1.66,3.55,5.31,1.99,1.8,3,0,0.5617273,0.2626668,0.1756059,1.947849,0.7894845,1,6,2,3,1.158364,7,3,0,0
"2192","S2",10,"26.01.2020","Yes","Malaga","Mirandes",2,2,16,13,4,3,11,12,2,2,0,0,1.94,3.17,4.17,2.42,1.54,1,1,0.4814138,0.2946192,0.2239671,1.73886,0.9665204,0,3,1,0,0.7723401,-1,0,0,0
"2193","S2",10,"26.01.2020","Yes","Albacete","La Coruna",0,1,20,5,6,4,17,14,3,4,0,0,2.42,2.9,3.19,2.79,1.41,0,3,0.3856383,0.3218085,0.2925532,1.478723,1.199468,-1,15,2,-3,0.2792553,3,-1,0,0
"2194","S2",10,"26.01.2020","Yes","Almeria","Elche",0,2,11,9,3,6,12,14,4,5,1,0,1.74,3.4,4.94,2.14,1.69,0,3,0.5364832,0.2745531,0.1889637,1.884003,0.8414442,-2,2,-3,-3,1.042558,-2,-1,1,0
"2195","S2",10,"26.01.2020","Yes","Alcorcon","Ponferradina",3,1,9,10,5,4,17,17,2,3,0,0,2.28,2.83,3.56,2.67,1.45,3,0,0.4088135,0.3293621,0.2618244,1.555803,1.114835,2,-1,1,3,0.4409674,0,-1,0,0
"2196","S2",10,"26.01.2020","Yes","Vallecano","Extremadura UD",1,1,4,4,1,3,20,26,3,3,0,0,1.61,3.59,5.83,2.07,1.73,1,1,0.5798359,0.2600378,0.1601262,1.999546,0.7404165,0,0,-2,0,1.259129,-6,0,0,0
"2197","S2",10,"26.01.2020","Yes","Girona","Oviedo",1,1,14,5,5,1,18,21,1,4,0,0,1.7,3.46,5.15,2.1,1.71,1,1,0.5490202,0.2697498,0.18123,1.91681,0.8134397,0,9,4,0,1.103371,-3,-3,0,0
"2198","S2",10,"31.01.2020","Yes","Tenerife","Sp Gijon",2,1,6,18,4,4,14,13,0,1,0,0,2.41,2.82,3.33,2.7,1.44,3,0,0.3878474,0.3314582,0.2806944,1.495,1.173541,1,-12,0,3,0.3214591,1,-1,0,0
"2199","S2",10,"01.02.2020","Yes","Extremadura UD","Lugo",1,0,9,12,5,1,15,5,0,1,1,1,1.84,3.24,4.59,2.45,1.53,3,0,0.5079307,0.2884544,0.2036149,1.812246,0.8992992,1,-3,4,3,0.9129473,10,-1,0,0
"2200","S2",10,"01.02.2020","Yes","La Coruna","Las Palmas",2,1,9,8,3,2,14,12,0,4,0,0,2.26,2.92,3.49,2.54,1.49,3,0,0.4129608,0.3196204,0.2674188,1.558503,1.121877,1,1,1,3,0.4366262,2,-4,0,0
"2201","S2",10,"01.02.2020","Yes","Ponferradina","Huesca",3,1,15,8,6,3,24,19,2,5,0,0,2.84,2.95,2.64,2.36,1.56,3,0,0.3291131,0.3168411,0.3540459,1.30418,1.378979,2,7,3,3,-0.07479842,5,-3,0,0
"2202","S2",10,"01.02.2020","Yes","Elche","Malaga",2,0,11,9,4,3,14,9,2,2,0,0,2.29,2.91,3.43,2.55,1.49,3,0,0.4074017,0.3206013,0.271997,1.542806,1.136592,2,2,1,3,0.4062139,5,0,0,0
"2203","S2",10,"02.02.2020","Yes","Fuenlabrada","Girona",0,1,8,11,4,4,18,20,4,5,1,0,2.54,2.93,2.96,2.5,1.51,0,3,0.3669722,0.318126,0.3149018,1.419043,1.262831,-1,-3,0,-3,0.1562111,-2,-1,1,0
"2204","S2",10,"02.02.2020","Yes","Cadiz","Zaragoza",1,1,20,4,9,3,13,16,3,2,0,0,2.16,2.99,3.63,2.28,1.6,1,1,0.4315089,0.3117255,0.2567656,1.606252,1.082022,0,16,6,0,0.5242298,-3,1,0,0
"2205","S2",10,"02.02.2020","Yes","Mirandes","Vallecano",0,0,7,10,2,4,12,18,1,1,0,0,2.55,2.99,2.89,2.09,1.71,1,1,0.3656045,0.3118032,0.3225922,1.408617,1.27958,0,-3,-2,0,0.1290369,-6,0,0,0
"2206","S2",10,"02.02.2020","Yes","Numancia","Almeria",1,1,12,16,4,2,15,15,3,4,0,0,2.48,2.94,3.04,2.33,1.57,1,1,0.376035,0.3171996,0.3067654,1.445305,1.237496,0,-4,2,0,0.2078088,0,-1,0,0
"2207","S2",10,"02.02.2020","Yes","Oviedo","Albacete",3,1,13,13,6,4,19,25,5,3,0,0,2.12,3.03,3.71,2.5,1.5,3,0,0.4403155,0.3080756,0.2516089,1.629022,1.062902,2,0,2,3,0.56612,-6,2,0,0
"2208","S2",10,"02.02.2020","Yes","Santander","Alcorcon",1,1,20,10,3,4,17,14,1,3,0,1,2.63,2.82,2.95,2.57,1.48,1,1,0.3540889,0.3302318,0.3156793,1.392499,1.27727,0,10,-1,0,0.1152289,3,-2,-1,0
"2209","S2",10,"07.02.2020","Yes","Almeria","Santander",0,1,6,6,4,2,14,12,2,3,0,0,1.59,3.55,6.19,2.2,1.65,0,3,0.5865952,0.2627285,0.1506763,2.022514,0.7147574,-1,0,2,-3,1.307757,2,-1,0,0
"2210","S2",10,"08.02.2020","Yes","Extremadura UD","Tenerife",2,4,15,17,6,7,12,13,4,1,1,0,2.44,2.85,3.23,2.54,1.49,0,3,0.3829131,0.3278274,0.2892595,1.476567,1.195606,-2,-2,-1,-3,0.280961,-1,3,1,0
"2211","S2",10,"08.02.2020","Yes","Girona","Huesca",1,0,16,5,8,1,17,17,4,3,0,1,2.03,3.12,3.91,2.24,1.63,3,0,0.4608672,0.2998591,0.2392737,1.682461,1.01768,1,11,7,3,0.6647803,0,1,-1,0
"2212","S2",10,"08.02.2020","Yes","Las Palmas","Cadiz",1,2,26,4,9,3,12,14,2,1,0,0,2.57,2.77,3.11,2.7,1.44,0,3,0.3630865,0.3368709,0.3000426,1.42613,1.236999,-1,22,6,-3,0.1891319,-2,1,0,0
"2213","S2",10,"08.02.2020","Yes","Zaragoza","Fuenlabrada",0,0,13,10,2,0,15,15,4,3,0,0,1.74,3.24,5.35,2.34,1.58,1,1,0.5369789,0.2883775,0.1746436,1.899314,0.8123083,0,3,2,0,1.087006,0,1,0,0
"2214","S2",10,"09.02.2020","Yes","Albacete","Ponferradina",1,1,18,8,4,4,12,13,5,1,0,0,2.49,2.82,3.17,2.64,1.46,1,1,0.3747469,0.3308935,0.2943596,1.455134,1.213972,0,10,0,0,0.241162,-1,4,0,0
"2215","S2",10,"09.02.2020","Yes","Alcorcon","La Coruna",0,1,19,5,5,2,14,10,1,4,0,0,2.51,2.7,3.29,2.77,1.42,0,3,0.3713955,0.3452602,0.2833443,1.459447,1.195293,-1,14,3,-3,0.2641536,4,-3,0,0
"2216","S2",10,"09.02.2020","Yes","Sp Gijon","Mirandes",2,2,18,4,8,3,10,17,1,2,0,0,1.87,3.14,4.54,2.42,1.53,1,1,0.498148,0.2966677,0.2051843,1.791112,0.9122206,0,14,5,0,0.878891,-7,-1,0,0
"2217","S2",10,"09.02.2020","Yes","Lugo","Elche",2,2,10,14,3,3,24,13,4,3,0,0,2.99,2.89,2.54,2.3,1.59,1,1,0.311355,0.3221286,0.3665164,1.256194,1.421678,0,-4,0,0,-0.165484,11,1,0,0
"2218","S2",10,"09.02.2020","Yes","Vallecano","Oviedo",1,1,12,11,5,3,18,14,4,3,1,0,1.76,3.42,4.73,2.04,1.75,1,1,0.5300223,0.27276,0.1972176,1.862827,0.8644129,0,1,2,0,0.9984142,4,1,1,0
"2219","S2",10,"09.02.2020","Yes","Malaga","Numancia",2,1,20,6,6,1,14,23,3,4,0,0,2.08,3,3.87,2.4,1.55,3,0,0.4482695,0.3108002,0.2409304,1.655609,1.033591,1,14,5,3,0.6220173,-9,-1,0,0
"2220","S2",10,"14.02.2020","Yes","La Coruna","Girona",2,2,6,20,3,6,10,14,4,2,1,0,2.91,2.84,2.69,2.67,1.45,1,1,0.3219127,0.3298472,0.3482401,1.295585,1.374568,0,-14,-3,0,-0.0789823,-4,2,1,0
"2221","S2",10,"15.02.2020","Yes","Huesca","Almeria",3,2,21,8,8,3,11,16,0,3,0,0,2.04,3.11,3.87,2.27,1.61,3,0,0.4580683,0.3004693,0.2414624,1.674674,1.024856,1,13,5,3,0.6498179,-5,-3,0,0
"2222","S2",10,"15.02.2020","Yes","Numancia","Las Palmas",1,1,10,14,5,5,13,10,1,2,0,0,2.5,2.88,3.08,2.45,1.53,1,1,0.37317,0.3239323,0.3028977,1.443442,1.232625,0,-4,0,0,0.2108168,3,-1,0,0
"2223","S2",10,"15.02.2020","Yes","Oviedo","Alcorcon",1,2,20,13,6,6,24,24,3,5,0,0,2.23,2.88,3.63,2.49,1.51,0,3,0.4186499,0.324163,0.2571871,1.580113,1.095724,-1,7,0,-3,0.4843883,0,-2,0,0
"2224","S2",10,"15.02.2020","Yes","Elche","Zaragoza",1,2,6,16,2,7,14,16,3,2,0,0,2.84,2.94,2.64,2.21,1.64,0,3,0.3287588,0.3175765,0.3536647,1.303853,1.378571,-1,-10,-5,-3,-0.0747179,-2,1,0,0
"2225","S2",10,"16.02.2020","Yes","Fuenlabrada","Lugo",0,1,14,4,3,1,18,32,4,4,0,0,1.71,3.34,5.37,2.4,1.54,0,3,0.5463251,0.2797054,0.1739695,1.918681,0.8016138,-1,10,2,-3,1.117067,-14,0,0,0
"2226","S2",10,"16.02.2020","Yes","Mirandes","Albacete",1,1,9,13,2,5,16,20,4,6,1,1,2.26,2.96,3.44,2.46,1.52,1,1,0.4131394,0.3154375,0.271423,1.554856,1.129707,0,-4,-3,0,0.4251493,-4,-2,0,0
"2227","S2",10,"16.02.2020","Yes","Cadiz","Malaga",0,1,10,7,0,2,19,21,4,4,0,0,1.94,2.97,4.58,2.87,1.39,0,3,0.4815148,0.3145248,0.2039604,1.759069,0.926406,-1,3,-2,-3,0.8326631,-2,0,0,0
"2228","S2",10,"16.02.2020","Yes","Ponferradina","Extremadura UD",0,0,16,9,3,0,10,19,2,6,0,1,1.92,3.11,4.39,2.37,1.57,1,1,0.4866841,0.3004609,0.212855,1.760513,0.9390259,0,7,3,0,0.8214873,-9,-4,-1,0
"2229","S2",10,"16.02.2020","Yes","Santander","Sp Gijon",0,2,6,13,2,6,6,18,1,3,0,0,2.64,2.86,2.92,2.56,1.49,0,3,0.3537085,0.3265002,0.3197913,1.387626,1.285874,-2,-7,-4,-3,0.1017518,-12,-2,0,0
"2230","S2",10,"16.02.2020","Yes","Tenerife","Vallecano",0,0,12,12,3,3,16,17,1,4,0,0,2.57,3.01,2.86,2.14,1.68,1,1,0.3633164,0.310207,0.3264766,1.400156,1.289637,0,0,0,0,0.1105193,-1,-3,0,0
"2231","S2",10,"19.02.2020","Yes","Mirandes","Zaragoza",1,1,5,15,2,2,15,10,5,3,0,0,2.93,3.02,2.5,2.09,1.72,1,1,0.3182485,0.3087643,0.3729872,1.26351,1.427726,0,-10,0,0,-0.1642162,5,2,0,0
"2232","S2",10,"21.02.2020","Yes","Sp Gijon","Cadiz",1,0,13,15,2,3,14,11,2,5,0,1,2.61,2.63,3.28,3.03,1.36,3,0,0.3586637,0.3559362,0.2854001,1.431927,1.212136,1,-2,-1,3,0.2197909,3,-3,-1,0
"2233","S2",10,"22.02.2020","Yes","Alcorcon","Las Palmas",1,1,8,7,1,3,22,17,3,4,0,0,2.65,2.81,2.96,2.62,1.46,1,1,0.3523198,0.3322588,0.3154214,1.389218,1.278523,0,1,-2,0,0.1106951,5,-1,0,0
"2234","S2",10,"22.02.2020","Yes","Almeria","Fuenlabrada",0,0,6,7,0,0,20,26,1,1,0,0,1.93,3.08,4.38,2.45,1.53,1,1,0.4837315,0.3031174,0.2131511,1.754312,0.9425707,0,-1,0,0,0.8117412,-6,0,0,0
"2235","S2",10,"22.02.2020","Yes","Girona","Ponferradina",2,0,14,5,5,0,18,14,3,2,0,0,1.75,3.32,5.04,2.2,1.65,3,0,0.5335238,0.2812249,0.1852513,1.881796,0.8369788,2,9,5,3,1.044817,4,1,0,0
